"table","file","module"
"pedido_backorders","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"pedidos_venta","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"empresa_config","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"movimientos_inventario","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"movimientos_inventario","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"pedidos_venta_detalle","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"pedido_backorders","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"pedidos_venta","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"pedidos_venta_detalle","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"productos","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"pedidos_venta","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"pedido_gres","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"movimientos_inventario","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"empresa_config","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"documento_series","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"clientes","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"documentos","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"documento_detalles","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"documentos","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"cpe","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"cuentas_por_cobrar","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"pedidos_venta","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"empresa_config","apps\erp-api\src\modules\ventas\pedidos\gre-integration.service.ts","ventas"
"clientes","apps\erp-api\src\modules\ventas\pedidos\gre-integration.service.ts","ventas"
"empresa_config","apps\erp-api\src\modules\ventas\pedidos\gre-integration.service.ts","ventas"
"usuarios","apps\web\app\api\help\sugerencias\route.ts","web"
"vw_eventos_pos_sospechosos","apps\erp-api\src\modules\pos\services\pos-audit.service.ts","pos"
"tenants","apps\erp-api\src\modules\pos\pos.worker.scheduler.ts","pos"
"metodos_pago","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"vista_pos_productos","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"clientes","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"metodos_pago","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"empresa_config","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"sesiones_caja","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"sesiones_caja","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"ventas_pos","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"outbox_events","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"ventas_pos","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"empresa_config","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"sesiones_caja","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"outbox_events","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"movimientos_caja","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"empresa_config","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"clientes","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"clientes","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"clientes","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"empresa_config","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"cuentas_por_cobrar","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"empresa_config","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"sesiones_caja","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"detalle_ventas_pos","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"empresa_config","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"ventas_pos","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"ventas_pos","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"ventas_pos","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"ventas_pos","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"ventas_pos","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"ventas_pos","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"ventas_pos","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"ventas_pos","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"ventas_pos","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"detalle_ventas_pos","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"ventas_pos","apps\erp-api\src\modules\pos\pos.service.ts","pos"
"clientes","apps\erp-api\src\modules\finanzas\shared\retenciones-validation.service.ts","finanzas"
"empresa_config","apps\erp-api\src\modules\finanzas\shared\retenciones-validation.service.ts","finanzas"
"usuarios","apps\web\app\api\help\search\route.ts","web"
"roles","apps\erp-api\src\modules\permissions\role.service.ts","otros"
"roles","apps\erp-api\src\modules\permissions\role.service.ts","otros"
"roles","apps\erp-api\src\modules\permissions\role.service.ts","otros"
"roles","apps\erp-api\src\modules\permissions\role.service.ts","otros"
"roles","apps\erp-api\src\modules\permissions\role.service.ts","otros"
"roles","apps\erp-api\src\modules\permissions\role.service.ts","otros"
"roles","apps\erp-api\src\modules\permissions\role.service.ts","otros"
"roles","apps\erp-api\src\modules\permissions\role.service.ts","otros"
"roles","apps\erp-api\src\modules\permissions\role.service.ts","otros"
"rol_permisos","apps\erp-api\src\modules\permissions\role.service.ts","otros"
"roles","apps\erp-api\src\modules\permissions\role.service.ts","otros"
"user_roles","apps\erp-api\src\modules\permissions\role.service.ts","otros"
"permisos","apps\erp-api\src\modules\permissions\role.service.ts","otros"
"rol_permisos","apps\erp-api\src\modules\permissions\role.service.ts","otros"
"permisos","apps\erp-api\src\modules\permissions\permission.service.ts","otros"
"roles","apps\erp-api\src\modules\permissions\permission.service.ts","otros"
"rol_permisos","apps\erp-api\src\modules\permissions\permission.service.ts","otros"
"roles","apps\erp-api\src\modules\permissions\permission.service.ts","otros"
"permisos","apps\erp-api\src\modules\permissions\permission.service.ts","otros"
"rol_permisos","apps\erp-api\src\modules\permissions\permission.service.ts","otros"
"rol_permisos","apps\erp-api\src\modules\permissions\permission.service.ts","otros"
"roles","apps\erp-api\src\modules\permissions\permission.service.ts","otros"
"rol_permisos","apps\erp-api\src\modules\permissions\permission.service.ts","otros"
"usuarios_sistema","apps\erp-api\src\modules\permissions\permission.service.ts","otros"
"user_roles","apps\erp-api\src\modules\permissions\permission.service.ts","otros"
"roles","apps\erp-api\src\modules\permissions\permission.service.ts","otros"
"rol_permisos","apps\erp-api\src\modules\permissions\permission.service.ts","otros"
"user_roles","apps\erp-api\src\modules\permissions\permission.service.ts","otros"
"roles","apps\erp-api\src\modules\permissions\permission.service.ts","otros"
"rol_permisos","apps\erp-api\src\modules\permissions\permission.service.ts","otros"
"user_roles","apps\erp-api\src\modules\permissions\permission.service.ts","otros"
"rate_limit_baselines","apps\erp-api\src\shared\security\adaptive-rate-limit.service.ts","shared"
"trusted_ips","apps\erp-api\src\shared\security\adaptive-rate-limit.service.ts","shared"
"rate_limit_baselines","apps\erp-api\src\shared\security\adaptive-rate-limit.service.ts","shared"
"request_logs","apps\erp-api\src\shared\security\adaptive-rate-limit.service.ts","shared"
"rate_limit_baselines","apps\erp-api\src\shared\security\adaptive-rate-limit.service.ts","shared"
"rate_limit_blocks","apps\erp-api\src\shared\security\adaptive-rate-limit.service.ts","shared"
"rate_limit_blocks","apps\erp-api\src\shared\security\adaptive-rate-limit.service.ts","shared"
"trusted_ips","apps\erp-api\src\shared\security\adaptive-rate-limit.service.ts","shared"
"rate_limit_anomalies","apps\erp-api\src\shared\security\adaptive-rate-limit.service.ts","shared"
"usuarios","apps\web\app\api\configuracion-fiscal\route.ts","web"
"empresa_config","apps\web\app\api\configuracion-fiscal\route.ts","web"
"configuracion_fiscal","apps\web\app\api\configuracion-fiscal\route.ts","web"
"pdf","apps\erp-api\src\modules\ventas\pedidos\cpe-integration.verify.spec.ts","ventas"
"clientes","apps\erp-api\src\modules\ventas\pedidos\cpe-integration.service.ts","ventas"
"empresa_config","apps\erp-api\src\modules\ventas\pedidos\cpe-integration.service.ts","ventas"
"empresa_config","apps\erp-api\src\modules\ventas\pedidos\cpe-integration.service.ts","ventas"
"empresa_config","apps\erp-api\src\modules\ventas\pedidos\cpe-integration.service.ts","ventas"
"secret_rotation_state","apps\erp-api\src\shared\secrets\secret-rotation.service.ts","shared"
"secret_rotation_state","apps\erp-api\src\shared\secrets\secret-rotation.service.ts","shared"
"system_alerts","apps\erp-api\src\shared\secrets\secret-rotation.service.ts","shared"
"usuarios_sistema","apps\erp-api\src\modules\usuarios\usuarios.service.ts","usuarios"
"usuarios_sistema","apps\erp-api\src\modules\usuarios\usuarios.service.ts","usuarios"
"usuarios_sistema","apps\erp-api\src\modules\usuarios\usuarios.service.ts","usuarios"
"usuarios_sistema","apps\erp-api\src\modules\usuarios\usuarios.service.ts","usuarios"
"usuarios_sistema","apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios"
"usuarios_sistema","apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios"
"usuarios_sistema","apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios"
"usuarios_sistema","apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios"
"usuarios_sistema","apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios"
"usuarios_sistema","apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios"
"audit_log","apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios"
"usuarios_sistema","apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios"
"usuarios_sistema","apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios"
"usuarios_sistema","apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios"
"roles","apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios"
"user_roles","apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios"
"user_roles","apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios"
"usuarios_sistema","apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios"
"user_roles","apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios"
"usuarios_sistema","apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios"
"usuarios_sistema","apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios"
"user_sessions","apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios"
"usuarios_sistema","apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios"
"usuarios_sistema","apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios"
"usuarios_sistema","apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios"
"paises","apps\erp-api\src\modules\paises\paises.service.ts","otros"
"paises","apps\erp-api\src\modules\paises\paises.service.ts","otros"
"configuracion_fiscal","apps\erp-api\src\modules\paises\paises.service.ts","otros"
"configuracion_fiscal","apps\erp-api\src\modules\paises\paises.service.ts","otros"
"usuario_configuracion","apps\erp-api\src\modules\paises\paises.service.ts","otros"
"usuario_configuracion","apps\erp-api\src\modules\paises\paises.service.ts","otros"
"usuario_configuracion","apps\erp-api\src\modules\paises\paises.service.ts","otros"
"paises","apps\erp-api\src\modules\paises\paises.service.ts","otros"
"tipos_documentos_fiscales","apps\erp-api\src\modules\paises\paises.service.ts","otros"
"tipos_impuestos","apps\erp-api\src\modules\paises\paises.service.ts","otros"
"empresa_config","apps\erp-api\src\modules\cpe\pdf-generator.service.ts","cpe"
"paises","apps\erp-api\src\modules\cpe\pdf-generator.service.ts","cpe"
"cpe","apps\erp-api\src\modules\cpe\pdf-generator.service.ts","cpe"
"empresa_config","apps\erp-api\src\modules\cpe\pdf-generator.service.ts","cpe"
"paises","apps\erp-api\src\modules\cpe\fiscal-adapter.service.ts","cpe"
"paises","apps\erp-api\src\modules\cpe\fiscal-adapter.service.ts","cpe"
"configuracion_fiscal","apps\erp-api\src\modules\cpe\fiscal-adapter.service.ts","cpe"
"empresa_config","apps\erp-api\src\modules\cpe\fiscal-adapter.service.ts","cpe"
"empresa_config","apps\erp-api\src\modules\cpe\fiscal-adapter.service.ts","cpe"
"empresa_config","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"documentos","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"cpe","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"empresa_config","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"cpe","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"cpe","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"cpe","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"cpe","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"cpe","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"cpe","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"cpe","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"cpe","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"cpe","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"empresa_config","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"cpe","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"cpe","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"cpe","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"cpe","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"cpe","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"cpe","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"comprobantes_electronicos","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"comprobantes_electronicos","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"comprobantes_electronicos","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"outbox_events","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"comprobantes_electronicos","apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"empresa_config","apps\erp-api\src\modules\cpe\cpe-helper.service.ts","cpe"
"paises","apps\erp-api\src\modules\cpe\cpe-helper.service.ts","cpe"
"empresa_config","apps\erp-api\src\modules\cpe\cpe-helper.service.ts","cpe"
"paises","apps\erp-api\src\modules\cpe\cpe-helper.service.ts","cpe"
"empresa_config","apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"paises","apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"cpe","apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"comunicaciones_baja","apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"detalle_comunicacion_baja","apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"comunicaciones_baja","apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"comunicaciones_baja","apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"comunicaciones_baja","apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"comunicaciones_baja","apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"comunicaciones_baja","apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"comunicaciones_baja","apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"comunicaciones_baja","apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"comunicaciones_baja","apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"comunicaciones_baja","apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"empresa_config","apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"paises","apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"cpe","apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"resumenes_diarios","apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"detalle_resumen_diario","apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"resumenes_diarios","apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"empresa_config","apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"cpe","apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"cotizaciones","apps\erp-api\src\modules\cotizaciones.controller.ts","otros"
"cotizaciones","apps\erp-api\src\modules\cotizaciones.controller.ts","otros"
"cotizaciones","apps\erp-api\src\modules\cotizaciones.controller.ts","otros"
"cotizaciones","apps\erp-api\src\modules\cotizaciones.controller.ts","otros"
"cotizaciones","apps\erp-api\src\modules\cotizaciones.controller.ts","otros"
"cotizaciones","apps\erp-api\src\modules\cotizaciones.controller.ts","otros"
"cotizaciones","apps\erp-api\src\modules\cotizaciones.controller.ts","otros"
"cotizaciones","apps\erp-api\src\modules\cotizaciones.controller.ts","otros"
"cotizaciones","apps\erp-api\src\modules\cotizaciones.controller.ts","otros"
"cotizaciones","apps\erp-api\src\modules\cotizaciones.controller.ts","otros"
"cotizaciones","apps\erp-api\src\modules\cotizaciones.controller.ts","otros"
"cotizaciones","apps\erp-api\src\modules\cotizaciones.controller.ts","otros"
"cotizaciones","apps\erp-api\src\modules\cotizaciones.controller.ts","otros"
"documentos","apps\erp-api\src\modules\cotizaciones.controller.ts","otros"
"documentos","apps\erp-api\src\modules\cotizaciones.controller.ts","otros"
"documento_detalles","apps\erp-api\src\modules\cotizaciones.controller.ts","otros"
"cotizaciones","apps\erp-api\src\modules\cotizaciones.controller.ts","otros"
"cotizaciones","apps\erp-api\src\modules\cotizaciones.controller.ts","otros"
"cotizaciones","apps\erp-api\src\modules\cotizaciones.controller.ts","otros"
"outbox_events","apps\erp-api\src\shared\outbox\outbox.service.ts","shared"
"outbox_events","apps\erp-api\src\shared\outbox\outbox.service.ts","shared"
"outbox_events","apps\erp-api\src\shared\outbox\outbox-worker.service.ts","shared"
"integration_logs","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"integration_logs","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"outbox_events","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"proveedores","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"cuentas_bancarias","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"outbox_events","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"movimientos_bancarios","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","finanzas"
"paises","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"empresa_config","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"empresa_config","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"empresa_config","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"roles","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"roles","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"permisos","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"permisos","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"rol_permisos","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"empresa_config","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"empresa_config","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"paises","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"paises","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"empresa_config","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"empresa_config","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"empresa_config","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"empresa_config","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"empresa_config","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"empresa_config","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"empresa_config","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"roles","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"usuarios_sistema","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"usuarios_sistema","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"usuarios_sistema","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"empresa_config","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"empresa_config","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"usuarios_sistema","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"empresa_config","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"roles","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"user_roles","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"empresa_config","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"user_sessions","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"empresa_config","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"usuarios_sistema","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"usuarios_sistema","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"empresa_config","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"usuarios_sistema","apps\erp-api\src\modules\tenants\tenant-management.service.ts","tenants"
"periodos_contables","apps\erp-api\src\modules\contabilidad.controller.ts","otros"
"periodos_contables","apps\erp-api\src\modules\contabilidad.controller.ts","otros"
"periodos_contables","apps\erp-api\src\modules\contabilidad.controller.ts","otros"
"periodos_contables","apps\erp-api\src\modules\contabilidad.controller.ts","otros"
"periodos_contables","apps\erp-api\src\modules\contabilidad.controller.ts","otros"
"centros_costo","apps\erp-api\src\modules\contabilidad.controller.ts","otros"
"periodos_contables","apps\erp-api\src\modules\contabilidad.controller.ts","otros"
"pg_matviews","apps\erp-api\src\modules\contabilidad.controller.ts","otros"
"asientos_contables_rrhh","apps\erp-api\src\modules\contabilidad.controller.ts","otros"
"notificaciones","apps\erp-api\src\modules\notifications\notifications.service.ts","notifications"
"user_roles","apps\erp-api\src\modules\notifications\notifications.service.ts","notifications"
"roles","apps\erp-api\src\modules\notifications\notifications.service.ts","notifications"
"notificaciones","apps\erp-api\src\modules\notifications\notifications.service.ts","notifications"
"notificaciones","apps\erp-api\src\modules\notifications\notifications.service.ts","notifications"
"notificaciones","apps\erp-api\src\modules\notifications\notifications.service.ts","notifications"
"notificaciones","apps\erp-api\src\modules\notifications\notifications.service.ts","notifications"
"notificaciones","apps\erp-api\src\modules\notifications\notifications.service.ts","notifications"
"notificaciones","apps\erp-api\src\modules\notifications\notifications.service.ts","notifications"
"notificaciones","apps\erp-api\src\modules\notifications\notifications.service.ts","notifications"
"notificaciones","apps\erp-api\src\modules\notifications\notifications.service.ts","notifications"
"productos","apps\erp-api\src\modules\notifications\inventory-stock-alerts.listener.ts","notifications"
"notificaciones","apps\erp-api\src\modules\notifications\inventory-stock-alerts.listener.ts","notifications"
"usuarios_sistema","apps\erp-api\src\modules\notifications\inventory-stock-alerts.listener.ts","notifications"
"usuarios_sistema","apps\erp-api\src\modules\notifications\inventory-stock-alerts.listener.ts","notifications"
"usuarios_sistema","apps\erp-api\src\modules\notifications\inventory-stock-alerts.listener.ts","notifications"
"integration_logs","apps\erp-api\src\modules\notifications\integration-alerts.service.ts","notifications"
"clientes","apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","ventas"
"productos","apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","ventas"
"usuarios","apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","ventas"
"cotizaciones","apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","ventas"
"productos","apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","ventas"
"cotizacion_detalles","apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","ventas"
"cotizaciones","apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","ventas"
"cotizaciones","apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","ventas"
"cotizaciones","apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","ventas"
"cotizacion_detalles","apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","ventas"
"cotizacion_detalles","apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","ventas"
"cotizacion_detalles","apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","ventas"
"cotizaciones","apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","ventas"
"cotizacion_detalles","apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","ventas"
"cotizaciones","apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","ventas"
"cotizaciones","apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","ventas"
"cotizaciones","apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","ventas"
"cotizacion_detalles","apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","ventas"
"cotizaciones","apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","ventas"
"cpe","apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","otros"
"gre_guias","apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","otros"
"cpe","apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","otros"
