"table","kind","column","file"
"tenants","insert","pais","apps\erp-api\tests\e2e\rrhh-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\rrhh-e2e.test.ts"
"tenants","insert","tenant_id","apps\erp-api\tests\e2e\rrhh-e2e.test.ts"
"tenants","insert","nombres","apps\erp-api\tests\e2e\rrhh-e2e.test.ts"
"tenants","insert","apellidos","apps\erp-api\tests\e2e\rrhh-e2e.test.ts"
"tenants","insert","tipo_documento","apps\erp-api\tests\e2e\rrhh-e2e.test.ts"
"tenants","insert","numero_documento","apps\erp-api\tests\e2e\rrhh-e2e.test.ts"
"tenants","insert","fecha_ingreso","apps\erp-api\tests\e2e\rrhh-e2e.test.ts"
"tenants","insert","estado","apps\erp-api\tests\e2e\rrhh-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\rrhh-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\rrhh-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"usuarios_sistema","insert","id","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"usuarios_sistema","insert","tenant_id","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"usuarios_sistema","insert","nombre","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"usuarios_sistema","insert","email","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"usuarios_sistema","insert","telefono","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"usuarios_sistema","insert","estado","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"usuarios_sistema","insert","activo","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"usuarios_sistema","insert","fecha_ultimo_acceso","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"usuarios_sistema","insert","created_at","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"usuarios_sistema","insert","updated_at","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"usuarios_sistema","filter","id","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"usuarios_sistema","filter","id","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"usuarios_sistema","filter","id","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"roles","insert","id","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"roles","insert","tenant_id","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"roles","insert","nombre","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"roles","insert","descripcion","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"roles","insert","is_system_role","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"roles","insert","created_at","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"roles","insert","updated_at","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"roles","filter","id","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"roles","filter","id","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"user_roles","insert","usuario_sistema_id","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"user_roles","insert","role_id","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"user_roles","insert","created_at","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"user_roles","filter","usuario_sistema_id","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"user_roles","filter","id","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"user_roles","filter","id","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"user_roles","filter","id","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts"
"tenants","select","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","tenant_id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","usuario_id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","monto_inicial","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","total_efectivo","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","total_tarjeta","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","fecha_apertura","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","select","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","select","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","select","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","tenant_id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","codigo","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","tipo","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","select","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","tenant_id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","usuario_id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","monto_inicial","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","total_efectivo","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","total_tarjeta","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","fecha_apertura","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","select","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","select","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","select","cpe_pendiente","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\pos-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"outbox_events","select","id","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"outbox_events","select","event_id","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"outbox_events","select","status","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"outbox_events","select","processed_at","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"outbox_events","select","retry_count","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"outbox_events","select","next_retry_at","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"outbox_events","select","error_message","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"outbox_events","filter","event_id","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"outbox_events","select","id","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"outbox_events","select","event_id","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"outbox_events","select","status","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"outbox_events","select","processed_at","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"outbox_events","select","retry_count","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"outbox_events","select","next_retry_at","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"outbox_events","select","error_message","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"outbox_events","filter","event_id","apps\erp-api\tests\e2e\outbox-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\inventario-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","select","cpe_id","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","select","tenant_id","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","select","tipo_documento","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","select","estado_integridad","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\cpe-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","select","id","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","filter","tenant_id","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\compras-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","nombre","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","ruc","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\finanzas-e2e.test.ts"
"tenants","insert","id","apps\erp-api\tests\e2e\helpers\supabase-test-client.ts"
"tenants","insert","pais","apps\erp-api\tests\e2e\helpers\supabase-test-client.ts"
"tenants","insert","activo","apps\erp-api\tests\e2e\helpers\supabase-test-client.ts"
"tenants","select","id","apps\erp-api\tests\e2e\helpers\supabase-test-client.ts"
"tenants","filter","id","apps\erp-api\tests\e2e\helpers\supabase-test-client.ts"
"tenants","select","id","apps\erp-api\tests\e2e\helpers\supabase-test-client.ts"
"tenants","select","id","apps\worker\src\jobs\pos-facturacion-pendiente.job.ts"
"tenants","select","activo","apps\worker\src\jobs\pos-facturacion-pendiente.job.ts"
"tenants","filter","activo","apps\worker\src\jobs\pos-facturacion-pendiente.job.ts"
"tenants","select","id","apps\worker\src\jobs\pos-cpe-retry.job.ts"
"tenants","select","activo","apps\worker\src\jobs\pos-cpe-retry.job.ts"
"tenants","filter","activo","apps\worker\src\jobs\pos-cpe-retry.job.ts"
"tenants","select","id","apps\worker\src\jobs\configuration-check.job.ts"
"tenants","select","nombre","apps\worker\src\jobs\configuration-check.job.ts"
"tenants","filter","activo","apps\worker\src\jobs\configuration-check.job.ts"
"empresa_config","select","ruc","apps\worker\src\jobs\configuration-check.job.ts"
"empresa_config","select","razon_social","apps\worker\src\jobs\configuration-check.job.ts"
"empresa_config","select","direccion","apps\worker\src\jobs\configuration-check.job.ts"
"empresa_config","select","certificado_pfx","apps\worker\src\jobs\configuration-check.job.ts"
"empresa_config","select","certificado_expira_en","apps\worker\src\jobs\configuration-check.job.ts"
"empresa_config","filter","tenant_id","apps\worker\src\jobs\configuration-check.job.ts"
"empresa_config","filter","tenant_id","apps\worker\src\jobs\configuration-check.job.ts"
"tenants","select","id","apps\worker\src\jobs\certificate-validation.job.ts"
"tenants","select","nombre","apps\worker\src\jobs\certificate-validation.job.ts"
"tenants","filter","activo","apps\worker\src\jobs\certificate-validation.job.ts"
"empresa_config","select","certificado_pfx","apps\worker\src\jobs\certificate-validation.job.ts"
"empresa_config","select","certificado_password","apps\worker\src\jobs\certificate-validation.job.ts"
"empresa_config","select","certificado_expira_en","apps\worker\src\jobs\certificate-validation.job.ts"
"empresa_config","filter","tenant_id","apps\worker\src\jobs\certificate-validation.job.ts"
"empresa_config","filter","tenant_id","apps\worker\src\jobs\certificate-validation.job.ts"
"usuarios_sistema","select","id","apps\erp-api\src\shared\integration\dashboard-integration.service.ts"
