"file","table"
"apps\erp-api\tests\e2e\finanzas-e2e.test.ts","clientes"
"apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tenants"
"apps\erp-api\src\app.controller.ts","profiles"
"apps\erp-api\tests\e2e\helpers\supabase-test-client.ts","tenants"
"apps\erp-api\tests\e2e\helpers\supabase-test-client.ts","clientes"
"apps\erp-api\tests\e2e\helpers\supabase-test-client.ts","productos"
"apps\erp-api\tests\e2e\helpers\supabase-test-client.ts","pedidos_venta_detalle"
"apps\erp-api\tests\e2e\helpers\supabase-test-client.ts","pedidos_venta"
"apps\erp-api\tests\e2e\helpers\supabase-test-client.ts","pedidos_venta"
"apps\erp-api\tests\e2e\helpers\supabase-test-client.ts","clientes"
"apps\erp-api\tests\e2e\helpers\supabase-test-client.ts","productos"
"apps\erp-api\tests\e2e\helpers\supabase-test-client.ts","tenants"
"apps\erp-api\tests\e2e\helpers\supabase-test-client.ts","tenants"
"apps\erp-api\src\shared\utils\tax-calculator.ts","empresa_config"
"apps\erp-api\src\shared\utils\tax-calculator.ts","configuracion_fiscal"
"apps\erp-api\src\modules\ventas\rma\rma.service.ts","rma_solicitudes"
"apps\erp-api\src\modules\ventas\rma\rma.service.ts","rma_solicitudes"
"apps\erp-api\src\modules\ventas\rma\rma.service.ts","rma_items"
"apps\erp-api\src\modules\ventas\rma\rma.service.ts","rma_solicitudes"
"apps\erp-api\src\modules\ventas\rma\rma.service.ts","rma_items"
"apps\erp-api\src\modules\ventas\rma\rma.service.ts","rma_solicitudes"
"apps\erp-api\src\modules\ventas\rma\rma.service.ts","rma_solicitudes"
"apps\erp-api\src\modules\ventas\rma\rma.service.ts","pedidos_venta"
"apps\erp-api\src\modules\ventas\rma\rma.service.ts","empresa_config"
"apps\erp-api\src\modules\ventas\rma\rma.service.ts","rma_solicitudes"
"apps\erp-api\src\modules\ventas\rma\rma.service.ts","rma_eventos"
"apps\erp-api\src\modules\ventas\rma\rma.service.ts","rma_solicitudes"
"apps\erp-api\src\modules\ventas\rma\rma.service.ts","empresa_config"
"apps\erp-api\src\modules\ventas\rma\rma.service.ts","pedidos_venta"
"apps\erp-api\src\modules\ventas\rma\rma.service.ts","almacen_ubicaciones"
"apps\erp-api\src\modules\reports.controller.ts","ventas"
"apps\erp-api\src\modules\reports.controller.ts","ventas"
"apps\erp-api\src\modules\reports.controller.ts","productos"
"apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","cuentas_bancarias"
"apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","movimientos_bancarios"
"apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","cuentas_bancarias"
"apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","movimientos_bancarios"
"apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","movimientos_bancarios"
"apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","cuentas_bancarias"
"apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","cuentas_por_cobrar"
"apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","pedidos_venta"
"apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","cotizaciones"
"apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","pedidos_venta"
"apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","pedidos_venta_detalle"
"apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","pedidos_venta"
"apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","pedidos_venta"
"apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","cotizaciones"
"apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","pedidos_venta"
"apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","documentos"
"apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","pedidos_venta"
"apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","pedidos_venta_detalle"
"apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","movimientos_inventario"
"apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","pedido_backorders"
"apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","cuentas_por_cobrar"
"apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","v_kpis_sunat_multitenant"
"apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","documentos"
"apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","empresa_config"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","clientes"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","pedidos_venta"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","pedidos_venta"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","pedido_aprobaciones"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","pedidos_venta"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","pedidos_venta"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","pedidos_venta_detalle"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","pedidos_venta_detalle"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","pedidos_venta_detalle"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","pedidos_venta"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","pedidos_venta"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","empresa_config"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","clientes"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","cuentas_por_cobrar"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","pedidos_venta"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","pedido_aprobaciones"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","movimientos_inventario"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","movimientos_inventario"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","movimientos_inventario"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","pedidos_venta"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","movimientos_inventario"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","movimientos_inventario"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","pedidos_venta_detalle"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","pedido_backorders"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","pedidos_venta"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","empresa_config"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","movimientos_inventario"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","movimientos_inventario"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","pedidos_venta_detalle"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","pedido_backorders"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","pedidos_venta"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","pedidos_venta_detalle"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","productos"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","pedidos_venta"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","pedido_gres"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","movimientos_inventario"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","empresa_config"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","documento_series"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","clientes"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","documentos"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","documento_detalles"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","documentos"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","cpe"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","cuentas_por_cobrar"
"apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","pedidos_venta"
"apps\erp-api\src\modules\ventas\pedidos\gre-integration.service.ts","empresa_config"
"apps\erp-api\src\modules\ventas\pedidos\gre-integration.service.ts","clientes"
"apps\erp-api\src\modules\ventas\pedidos\gre-integration.service.ts","empresa_config"
"apps\web\app\api\help\sugerencias\route.ts","usuarios"
"apps\erp-api\src\modules\pos\services\pos-audit.service.ts","vw_eventos_pos_sospechosos"
"apps\erp-api\src\modules\pos\pos.worker.scheduler.ts","tenants"
"apps\erp-api\src\modules\pos\pos.service.ts","metodos_pago"
"apps\erp-api\src\modules\pos\pos.service.ts","vista_pos_productos"
"apps\erp-api\src\modules\pos\pos.service.ts","clientes"
"apps\erp-api\src\modules\pos\pos.service.ts","metodos_pago"
"apps\erp-api\src\modules\pos\pos.service.ts","empresa_config"
"apps\erp-api\src\modules\pos\pos.service.ts","sesiones_caja"
"apps\erp-api\src\modules\pos\pos.service.ts","sesiones_caja"
"apps\erp-api\src\modules\pos\pos.service.ts","ventas_pos"
"apps\erp-api\src\modules\pos\pos.service.ts","outbox_events"
"apps\erp-api\src\modules\pos\pos.service.ts","ventas_pos"
"apps\erp-api\src\modules\pos\pos.service.ts","empresa_config"
"apps\erp-api\src\modules\pos\pos.service.ts","sesiones_caja"
"apps\erp-api\src\modules\pos\pos.service.ts","outbox_events"
"apps\erp-api\src\modules\pos\pos.service.ts","movimientos_caja"
"apps\erp-api\src\modules\pos\pos.service.ts","empresa_config"
"apps\erp-api\src\modules\pos\pos.service.ts","clientes"
"apps\erp-api\src\modules\pos\pos.service.ts","clientes"
"apps\erp-api\src\modules\pos\pos.service.ts","clientes"
"apps\erp-api\src\modules\pos\pos.service.ts","empresa_config"
"apps\erp-api\src\modules\pos\pos.service.ts","cuentas_por_cobrar"
"apps\erp-api\src\modules\pos\pos.service.ts","empresa_config"
"apps\erp-api\src\modules\pos\pos.service.ts","sesiones_caja"
"apps\erp-api\src\modules\pos\pos.service.ts","detalle_ventas_pos"
"apps\erp-api\src\modules\pos\pos.service.ts","empresa_config"
"apps\erp-api\src\modules\pos\pos.service.ts","ventas_pos"
"apps\erp-api\src\modules\pos\pos.service.ts","ventas_pos"
"apps\erp-api\src\modules\pos\pos.service.ts","ventas_pos"
"apps\erp-api\src\modules\pos\pos.service.ts","ventas_pos"
"apps\erp-api\src\modules\pos\pos.service.ts","ventas_pos"
"apps\erp-api\src\modules\pos\pos.service.ts","ventas_pos"
"apps\erp-api\src\modules\pos\pos.service.ts","ventas_pos"
"apps\erp-api\src\modules\pos\pos.service.ts","ventas_pos"
"apps\erp-api\src\modules\pos\pos.service.ts","ventas_pos"
"apps\erp-api\src\modules\pos\pos.service.ts","detalle_ventas_pos"
"apps\erp-api\src\modules\pos\pos.service.ts","ventas_pos"
"apps\erp-api\src\modules\finanzas\shared\retenciones-validation.service.ts","clientes"
"apps\erp-api\src\modules\finanzas\shared\retenciones-validation.service.ts","empresa_config"
"apps\web\app\api\help\search\route.ts","usuarios"
"apps\erp-api\src\modules\permissions\role.service.ts","roles"
"apps\erp-api\src\modules\permissions\role.service.ts","roles"
"apps\erp-api\src\modules\permissions\role.service.ts","roles"
"apps\erp-api\src\modules\permissions\role.service.ts","roles"
"apps\erp-api\src\modules\permissions\role.service.ts","roles"
"apps\erp-api\src\modules\permissions\role.service.ts","roles"
"apps\erp-api\src\modules\permissions\role.service.ts","roles"
"apps\erp-api\src\modules\permissions\role.service.ts","roles"
"apps\erp-api\src\modules\permissions\role.service.ts","roles"
"apps\erp-api\src\modules\permissions\role.service.ts","rol_permisos"
"apps\erp-api\src\modules\permissions\role.service.ts","roles"
"apps\erp-api\src\modules\permissions\role.service.ts","user_roles"
"apps\erp-api\src\modules\permissions\role.service.ts","permisos"
"apps\erp-api\src\modules\permissions\role.service.ts","rol_permisos"
"apps\erp-api\src\modules\permissions\permission.service.ts","permisos"
"apps\erp-api\src\modules\permissions\permission.service.ts","roles"
"apps\erp-api\src\modules\permissions\permission.service.ts","rol_permisos"
"apps\erp-api\src\modules\permissions\permission.service.ts","roles"
"apps\erp-api\src\modules\permissions\permission.service.ts","permisos"
"apps\erp-api\src\modules\permissions\permission.service.ts","rol_permisos"
"apps\erp-api\src\modules\permissions\permission.service.ts","rol_permisos"
"apps\erp-api\src\modules\permissions\permission.service.ts","roles"
"apps\erp-api\src\modules\permissions\permission.service.ts","rol_permisos"
"apps\erp-api\src\modules\permissions\permission.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\permissions\permission.service.ts","user_roles"
"apps\erp-api\src\modules\permissions\permission.service.ts","roles"
"apps\erp-api\src\modules\permissions\permission.service.ts","rol_permisos"
"apps\erp-api\src\modules\permissions\permission.service.ts","user_roles"
"apps\erp-api\src\modules\permissions\permission.service.ts","roles"
"apps\erp-api\src\modules\permissions\permission.service.ts","rol_permisos"
"apps\erp-api\src\modules\permissions\permission.service.ts","user_roles"
"apps\erp-api\src\shared\security\adaptive-rate-limit.service.ts","rate_limit_baselines"
"apps\erp-api\src\shared\security\adaptive-rate-limit.service.ts","trusted_ips"
"apps\erp-api\src\shared\security\adaptive-rate-limit.service.ts","rate_limit_baselines"
"apps\erp-api\src\shared\security\adaptive-rate-limit.service.ts","request_logs"
"apps\erp-api\src\shared\security\adaptive-rate-limit.service.ts","rate_limit_baselines"
"apps\erp-api\src\shared\security\adaptive-rate-limit.service.ts","rate_limit_blocks"
"apps\erp-api\src\shared\security\adaptive-rate-limit.service.ts","rate_limit_blocks"
"apps\erp-api\src\shared\security\adaptive-rate-limit.service.ts","trusted_ips"
"apps\erp-api\src\shared\security\adaptive-rate-limit.service.ts","rate_limit_anomalies"
"apps\web\app\api\configuracion-fiscal\route.ts","usuarios"
"apps\web\app\api\configuracion-fiscal\route.ts","empresa_config"
"apps\web\app\api\configuracion-fiscal\route.ts","configuracion_fiscal"
"apps\erp-api\src\modules\ventas\pedidos\cpe-integration.verify.spec.ts","pdf"
"apps\erp-api\src\modules\ventas\pedidos\cpe-integration.service.ts","clientes"
"apps\erp-api\src\modules\ventas\pedidos\cpe-integration.service.ts","empresa_config"
"apps\erp-api\src\modules\ventas\pedidos\cpe-integration.service.ts","empresa_config"
"apps\erp-api\src\modules\ventas\pedidos\cpe-integration.service.ts","empresa_config"
"apps\erp-api\src\shared\secrets\secret-rotation.service.ts","secret_rotation_state"
"apps\erp-api\src\shared\secrets\secret-rotation.service.ts","secret_rotation_state"
"apps\erp-api\src\shared\secrets\secret-rotation.service.ts","system_alerts"
"apps\erp-api\src\modules\usuarios\usuarios.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\usuarios\usuarios.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\usuarios\usuarios.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\usuarios\usuarios.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\usuarios\user-management.service.ts","audit_log"
"apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\usuarios\user-management.service.ts","roles"
"apps\erp-api\src\modules\usuarios\user-management.service.ts","user_roles"
"apps\erp-api\src\modules\usuarios\user-management.service.ts","user_roles"
"apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\usuarios\user-management.service.ts","user_roles"
"apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\usuarios\user-management.service.ts","user_sessions"
"apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\usuarios\user-management.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\paises\paises.service.ts","paises"
"apps\erp-api\src\modules\paises\paises.service.ts","paises"
"apps\erp-api\src\modules\paises\paises.service.ts","configuracion_fiscal"
"apps\erp-api\src\modules\paises\paises.service.ts","configuracion_fiscal"
"apps\erp-api\src\modules\paises\paises.service.ts","usuario_configuracion"
"apps\erp-api\src\modules\paises\paises.service.ts","usuario_configuracion"
"apps\erp-api\src\modules\paises\paises.service.ts","usuario_configuracion"
"apps\erp-api\src\modules\paises\paises.service.ts","paises"
"apps\erp-api\src\modules\paises\paises.service.ts","tipos_documentos_fiscales"
"apps\erp-api\src\modules\paises\paises.service.ts","tipos_impuestos"
"apps\erp-api\src\modules\cpe\pdf-generator.service.ts","empresa_config"
"apps\erp-api\src\modules\cpe\pdf-generator.service.ts","paises"
"apps\erp-api\src\modules\cpe\pdf-generator.service.ts","cpe"
"apps\erp-api\src\modules\cpe\pdf-generator.service.ts","empresa_config"
"apps\erp-api\src\modules\cpe\fiscal-adapter.service.ts","paises"
"apps\erp-api\src\modules\cpe\fiscal-adapter.service.ts","paises"
"apps\erp-api\src\modules\cpe\fiscal-adapter.service.ts","configuracion_fiscal"
"apps\erp-api\src\modules\cpe\fiscal-adapter.service.ts","empresa_config"
"apps\erp-api\src\modules\cpe\fiscal-adapter.service.ts","empresa_config"
"apps\erp-api\src\modules\cpe\cpe.service.ts","empresa_config"
"apps\erp-api\src\modules\cpe\cpe.service.ts","documentos"
"apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"apps\erp-api\src\modules\cpe\cpe.service.ts","empresa_config"
"apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"apps\erp-api\src\modules\cpe\cpe.service.ts","empresa_config"
"apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"apps\erp-api\src\modules\cpe\cpe.service.ts","cpe"
"apps\erp-api\src\modules\cpe\cpe.service.ts","comprobantes_electronicos"
"apps\erp-api\src\modules\cpe\cpe.service.ts","comprobantes_electronicos"
"apps\erp-api\src\modules\cpe\cpe.service.ts","comprobantes_electronicos"
"apps\erp-api\src\modules\cpe\cpe.service.ts","outbox_events"
"apps\erp-api\src\modules\cpe\cpe.service.ts","comprobantes_electronicos"
"apps\erp-api\src\modules\cpe\cpe-helper.service.ts","empresa_config"
"apps\erp-api\src\modules\cpe\cpe-helper.service.ts","paises"
"apps\erp-api\src\modules\cpe\cpe-helper.service.ts","empresa_config"
"apps\erp-api\src\modules\cpe\cpe-helper.service.ts","paises"
"apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","empresa_config"
"apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","paises"
"apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","comunicaciones_baja"
"apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","detalle_comunicacion_baja"
"apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","comunicaciones_baja"
"apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","comunicaciones_baja"
"apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","comunicaciones_baja"
"apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","comunicaciones_baja"
"apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","comunicaciones_baja"
"apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","comunicaciones_baja"
"apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","comunicaciones_baja"
"apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","comunicaciones_baja"
"apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","comunicaciones_baja"
"apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","empresa_config"
"apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","paises"
"apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","resumenes_diarios"
"apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","detalle_resumen_diario"
"apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","resumenes_diarios"
"apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","empresa_config"
"apps\erp-api\src\modules\cpe\comunicacion-baja.service.ts","cpe"
"apps\erp-api\src\modules\cotizaciones.controller.ts","cotizaciones"
"apps\erp-api\src\modules\cotizaciones.controller.ts","cotizaciones"
"apps\erp-api\src\modules\cotizaciones.controller.ts","cotizaciones"
"apps\erp-api\src\modules\cotizaciones.controller.ts","cotizaciones"
"apps\erp-api\src\modules\cotizaciones.controller.ts","cotizaciones"
"apps\erp-api\src\modules\cotizaciones.controller.ts","cotizaciones"
"apps\erp-api\src\modules\cotizaciones.controller.ts","cotizaciones"
"apps\erp-api\src\modules\cotizaciones.controller.ts","cotizaciones"
"apps\erp-api\src\modules\cotizaciones.controller.ts","cotizaciones"
"apps\erp-api\src\modules\cotizaciones.controller.ts","cotizaciones"
"apps\erp-api\src\modules\cotizaciones.controller.ts","cotizaciones"
"apps\erp-api\src\modules\cotizaciones.controller.ts","cotizaciones"
"apps\erp-api\src\modules\cotizaciones.controller.ts","cotizaciones"
"apps\erp-api\src\modules\cotizaciones.controller.ts","documentos"
"apps\erp-api\src\modules\cotizaciones.controller.ts","documentos"
"apps\erp-api\src\modules\cotizaciones.controller.ts","documento_detalles"
"apps\erp-api\src\modules\cotizaciones.controller.ts","cotizaciones"
"apps\erp-api\src\modules\cotizaciones.controller.ts","cotizaciones"
"apps\erp-api\src\modules\cotizaciones.controller.ts","cotizaciones"
"apps\erp-api\src\shared\outbox\outbox.service.ts","outbox_events"
"apps\erp-api\src\shared\outbox\outbox.service.ts","outbox_events"
"apps\erp-api\src\shared\outbox\outbox-worker.service.ts","outbox_events"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","integration_logs"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","integration_logs"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","outbox_events"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","proveedores"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","cuentas_bancarias"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","outbox_events"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","movimientos_bancarios"
"apps\erp-api\src\modules\finanzas\cxp\cxp.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","paises"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","empresa_config"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","empresa_config"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","empresa_config"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","roles"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","roles"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","permisos"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","permisos"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","rol_permisos"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","empresa_config"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","empresa_config"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","paises"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","paises"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","empresa_config"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","empresa_config"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","empresa_config"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","empresa_config"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","empresa_config"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","empresa_config"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","empresa_config"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","roles"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","empresa_config"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","empresa_config"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","usuarios_sistema"
