"file","table"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","empresa_config"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","roles"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","user_roles"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","empresa_config"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","user_sessions"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","empresa_config"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","empresa_config"
"apps\erp-api\src\modules\tenants\tenant-management.service.ts","usuarios_sistema"
"apps\erp-api\src\modules\contabilidad.controller.ts","periodos_contables"
"apps\erp-api\src\modules\contabilidad.controller.ts","periodos_contables"
"apps\erp-api\src\modules\contabilidad.controller.ts","periodos_contables"
"apps\erp-api\src\modules\contabilidad.controller.ts","periodos_contables"
"apps\erp-api\src\modules\contabilidad.controller.ts","periodos_contables"
"apps\erp-api\src\modules\contabilidad.controller.ts","centros_costo"
"apps\erp-api\src\modules\contabilidad.controller.ts","periodos_contables"
"apps\erp-api\src\modules\contabilidad.controller.ts","pg_matviews"
"apps\erp-api\src\modules\contabilidad.controller.ts","asientos_contables_rrhh"
"apps\erp-api\src\modules\notifications\notifications.service.ts","notificaciones"
"apps\erp-api\src\modules\notifications\notifications.service.ts","user_roles"
"apps\erp-api\src\modules\notifications\notifications.service.ts","roles"
"apps\erp-api\src\modules\notifications\notifications.service.ts","notificaciones"
"apps\erp-api\src\modules\notifications\notifications.service.ts","notificaciones"
"apps\erp-api\src\modules\notifications\notifications.service.ts","notificaciones"
"apps\erp-api\src\modules\notifications\notifications.service.ts","notificaciones"
"apps\erp-api\src\modules\notifications\notifications.service.ts","notificaciones"
"apps\erp-api\src\modules\notifications\notifications.service.ts","notificaciones"
"apps\erp-api\src\modules\notifications\notifications.service.ts","notificaciones"
"apps\erp-api\src\modules\notifications\notifications.service.ts","notificaciones"
"apps\erp-api\src\modules\notifications\inventory-stock-alerts.listener.ts","productos"
"apps\erp-api\src\modules\notifications\inventory-stock-alerts.listener.ts","notificaciones"
"apps\erp-api\src\modules\notifications\inventory-stock-alerts.listener.ts","usuarios_sistema"
"apps\erp-api\src\modules\notifications\inventory-stock-alerts.listener.ts","usuarios_sistema"
"apps\erp-api\src\modules\notifications\inventory-stock-alerts.listener.ts","usuarios_sistema"
"apps\erp-api\src\modules\notifications\integration-alerts.service.ts","integration_logs"
"apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","clientes"
"apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","productos"
"apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","usuarios"
"apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","cotizaciones"
"apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","productos"
"apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","cotizacion_detalles"
"apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","cotizaciones"
"apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","cotizaciones"
"apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","cotizaciones"
"apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","cotizacion_detalles"
"apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","cotizacion_detalles"
"apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","cotizacion_detalles"
"apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","cotizaciones"
"apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","cotizacion_detalles"
"apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","cotizaciones"
"apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","cotizaciones"
"apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","cotizaciones"
"apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","cotizacion_detalles"
"apps\erp-api\src\modules\ventas\cotizaciones\cotizaciones.service.ts","cotizaciones"
"apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","cpe"
"apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","gre_guias"
"apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","cpe"
"apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","cpe"
"apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","cpe"
"apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","cpe"
"apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","gre_guias"
"apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","gre_guias"
"apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","gre_guias"
"apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","gre_guias"
"apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","cpe"
"apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","gre_guias"
"apps\erp-api\src\modules\finanzas\cxc\listeners\cxc-factura.listener.ts","cuentas_por_cobrar"
"apps\erp-api\src\modules\finanzas\cxc\listeners\cxc-factura.listener.ts","cuentas_por_cobrar"
"apps\erp-api\src\modules\finanzas\cxc\listeners\cxc-factura.listener.ts","cuentas_por_cobrar"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","integration_logs"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","cuentas_por_cobrar"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","cuentas_por_cobrar"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","cuentas_por_cobrar"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","cuentas_por_cobrar"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","cxc_pagos"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","cuentas_por_cobrar"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","cuentas_bancarias"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","cxc_pagos"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","cxc_pagos"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","cxc_pagos"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","movimientos_bancarios"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","cxc_pagos"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","cuentas_bancarias"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","movimientos_bancarios"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","cxc_pagos"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","cuentas_por_cobrar"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","outbox_events"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","cuentas_por_cobrar"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","empresa_config"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","clientes"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","cuentas_por_cobrar"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","cuentas_por_cobrar"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","cpe"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","clientes"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","documentos"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","documentos"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","cpe"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","cpe"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","empresa_config"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","clientes"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","clientes"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","cpe"
"apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","clientes"
"apps\erp-api\src\modules\sire\sire.service.ts","sire_files"
"apps\erp-api\src\modules\sire\sire.service.ts","sire_files"
"apps\erp-api\src\modules\sire\sire.service.ts","sire_files"
"apps\erp-api\src\modules\sire\sire.service.ts","sire_files"
"apps\erp-api\src\modules\sire\sire.service.ts","sire_registros_detalle"
"apps\erp-api\src\modules\sire\sire.service.ts","sire_registros_detalle"
"apps\erp-api\src\modules\sire\sire.service.ts","sire_files"
"apps\erp-api\src\modules\sire\sire.service.ts","sire_files"
"apps\erp-api\src\modules\sire\sire.service.ts","sire_registros_detalle"
"apps\erp-api\src\modules\sire\sire.service.ts","sire_files"
"apps\erp-api\src\modules\sire\sire.service.ts","sire_files"
"apps\erp-api\src\modules\sire\sire.service.ts","sire_files"
"apps\erp-api\src\modules\sire\sire.service.ts","sire_files"
"apps\erp-api\src\modules\sire\sire.service.ts","sire_files"
"apps\erp-api\src\modules\sire\sire.service.ts","sire_files"
"apps\erp-api\src\modules\sire\sire.service.ts","sire_files"
"apps\erp-api\src\modules\sire\sire.service.ts","sire_files"
"apps\erp-api\src\modules\sire\sire.service.ts","sire_files"
"apps\erp-api\src\modules\sire\sire.service.ts","cpe"
"apps\erp-api\src\modules\sire\sire.service.ts","cuentas_por_pagar"
"apps\erp-api\src\modules\contabilidad\services\presupuestos.service.ts","presupuestos"
"apps\erp-api\src\modules\contabilidad\services\presupuestos.service.ts","centros_costo"
"apps\erp-api\src\modules\contabilidad\services\presupuestos.service.ts","plan_cuentas"
"apps\erp-api\src\modules\contabilidad\services\presupuestos.service.ts","periodos_contables"
"apps\erp-api\src\modules\contabilidad\services\presupuestos.service.ts","presupuestos"
"apps\erp-api\src\modules\contabilidad\services\presupuestos.service.ts","presupuestos"
"apps\erp-api\src\modules\contabilidad\services\presupuestos.service.ts","presupuestos"
"apps\erp-api\src\modules\contabilidad\services\presupuestos.service.ts","periodos_contables"
"apps\erp-api\src\modules\contabilidad\services\presupuestos.service.ts","presupuestos"
"apps\erp-api\src\modules\contabilidad\services\presupuestos.service.ts","periodos_contables"
"apps\erp-api\src\modules\contabilidad\services\presupuestos.service.ts","presupuestos"
"apps\erp-api\src\modules\contabilidad\services\presupuestos.service.ts","periodos_contables"
"apps\erp-api\src\modules\contabilidad\services\presupuestos.service.ts","detalle_asientos"
"apps\erp-api\src\modules\contabilidad\services\presupuestos.service.ts","presupuestos"
"apps\erp-api\src\modules\contabilidad\services\presupuestos.service.ts","presupuestos"
"apps\erp-api\src\modules\contabilidad\services\presupuestos.service.ts","periodos_contables"
"apps\erp-api\src\modules\contabilidad\services\presupuestos.service.ts","presupuestos"
"apps\erp-api\src\modules\contabilidad\services\presupuestos.service.ts","periodos_contables"
"apps\erp-api\src\modules\contabilidad\services\presupuestos.service.ts","presupuestos"
"apps\erp-api\src\modules\contabilidad\services\ple-export.service.ts","empresa_config"
"apps\erp-api\src\modules\contabilidad\services\ple-export.service.ts","asientos_contables"
"apps\erp-api\src\modules\contabilidad\services\ple-export.service.ts","empresa_config"
"apps\erp-api\src\modules\contabilidad\services\ple-export.service.ts","detalle_asientos"
"apps\erp-api\src\modules\contabilidad\services\ple-export.service.ts","empresa_config"
"apps\erp-api\src\modules\contabilidad\services\ple-export.service.ts","plan_cuentas"
"apps\erp-api\src\modules\contabilidad\services\ple-export.service.ts","detalle_asientos"
"apps\erp-api\src\modules\contabilidad\services\plan-cuentas.service.ts","plan_cuentas"
"apps\erp-api\src\modules\contabilidad\services\plan-cuentas.service.ts","plan_cuentas"
"apps\erp-api\src\modules\contabilidad\services\plan-cuentas.service.ts","plan_cuentas"
"apps\erp-api\src\modules\contabilidad\services\plan-cuentas.service.ts","plan_cuentas"
"apps\erp-api\src\modules\contabilidad\services\plan-cuentas.service.ts","plan_cuentas"
"apps\erp-api\src\modules\contabilidad\services\plan-cuentas.service.ts","plan_cuentas"
"apps\erp-api\src\modules\contabilidad\services\plan-cuentas.service.ts","plan_cuentas"
"apps\erp-api\src\modules\contabilidad\services\periodos.service.ts","periodos_contables"
"apps\erp-api\src\modules\contabilidad\services\periodos.service.ts","periodos_contables"
"apps\erp-api\src\modules\contabilidad\services\periodos.service.ts","periodos_contables"
"apps\erp-api\src\modules\contabilidad\services\periodos.service.ts","periodos_contables"
"apps\erp-api\src\modules\contabilidad\services\periodos.service.ts","asientos_contables"
"apps\erp-api\src\modules\contabilidad\services\periodos.service.ts","outbox_events"
"apps\erp-api\src\modules\contabilidad\services\periodos.service.ts","periodos_contables"
"apps\erp-api\src\modules\contabilidad\services\periodos.service.ts","plan_cuentas"
"apps\erp-api\src\modules\contabilidad\services\periodos.service.ts","asientos_contables"
"apps\erp-api\src\modules\contabilidad\services\periodos.service.ts","detalle_asientos"
"apps\erp-api\src\modules\contabilidad\services\periodos.service.ts","periodos_contables"
"apps\erp-api\src\modules\contabilidad\services\periodos.service.ts","periodos_contables"
"apps\erp-api\src\modules\contabilidad\services\outbox-events.service.ts","outbox_events"
"apps\erp-api\src\modules\contabilidad\services\outbox-events.service.ts","outbox_events"
"apps\erp-api\src\modules\contabilidad\services\outbox-events.service.ts","outbox_events"
"apps\erp-api\src\modules\contabilidad\services\outbox-events.service.ts","outbox_events"
"apps\erp-api\src\modules\contabilidad\services\outbox-events.service.ts","outbox_events"
"apps\erp-api\src\modules\contabilidad\services\outbox-events.service.ts","outbox_events"
"apps\erp-api\src\modules\contabilidad\services\outbox-events.service.ts","outbox_events"
"apps\erp-api\src\modules\contabilidad\services\outbox-events.service.ts","outbox_events"
"apps\erp-api\src\modules\contabilidad\services\estados-financieros.service.ts","mv_balance_comprobacion"
"apps\erp-api\src\modules\contabilidad\services\estados-financieros.service.ts","mv_estado_resultados"
"apps\erp-api\src\modules\contabilidad\services\estados-financieros.service.ts","mv_balance_general"
"apps\erp-api\src\modules\contabilidad\services\depreciacion-scheduler.service.ts","depreciaciones"
"apps\erp-api\src\modules\contabilidad\services\depreciacion-scheduler.service.ts","outbox_events"
"apps\erp-api\src\modules\contabilidad\services\depreciacion-scheduler.service.ts","depreciaciones"
"apps\erp-api\src\modules\contabilidad\services\centros-costo.service.ts","centros_costo"
"apps\erp-api\src\modules\contabilidad\services\centros-costo.service.ts","centros_costo"
"apps\erp-api\src\modules\contabilidad\services\centros-costo.service.ts","centros_costo"
"apps\erp-api\src\modules\contabilidad\services\centros-costo.service.ts","centros_costo"
"apps\erp-api\src\modules\contabilidad\services\centros-costo.service.ts","centros_costo"
"apps\erp-api\src\modules\contabilidad\services\centros-costo.service.ts","centros_costo"
"apps\erp-api\src\modules\contabilidad\services\centros-costo.service.ts","detalle_asientos"
"apps\erp-api\src\modules\contabilidad\services\centros-costo.service.ts","asientos_contables"
"apps\erp-api\src\modules\contabilidad\services\centros-costo.service.ts","detalle_asientos"
"apps\erp-api\src\modules\contabilidad\services\centros-costo.service.ts","detalle_asientos"
"apps\erp-api\src\modules\contabilidad\services\centros-costo.service.ts","asientos_contables"
"apps\erp-api\src\modules\contabilidad\services\cashflow.service.ts","mv_balance_comprobacion"
"apps\erp-api\src\modules\contabilidad\services\asientos.service.ts","asientos_contables"
"apps\erp-api\src\modules\contabilidad\services\asientos.service.ts","detalle_asientos"
"apps\erp-api\src\modules\contabilidad\services\asientos.service.ts","plan_cuentas"
"apps\erp-api\src\modules\contabilidad\services\asientos.service.ts","asientos_contables"
"apps\erp-api\src\modules\contabilidad\services\asientos.service.ts","plan_cuentas"
"apps\erp-api\src\modules\contabilidad\services\asientos.service.ts","asientos_contables"
"apps\erp-api\src\modules\contabilidad\services\asientos.service.ts","detalle_asientos"
"apps\erp-api\src\modules\contabilidad\services\asientos.service.ts","asientos_contables"
"apps\erp-api\src\modules\contabilidad\services\asientos.service.ts","asientos_contables"
"apps\erp-api\src\modules\contabilidad\services\asientos.service.ts","asientos_contables"
"apps\erp-api\src\modules\contabilidad\services\asientos.service.ts","outbox_events"
"apps\erp-api\src\modules\contabilidad\services\asientos.service.ts","asientos_contables"
"apps\erp-api\src\modules\contabilidad\services\asientos.service.ts","detalle_asientos"
"apps\erp-api\src\modules\contabilidad\services\asientos-generator.service.ts","asientos_contables"
"apps\erp-api\src\modules\contabilidad\services\asientos-generator.service.ts","detalle_asientos"
"apps\erp-api\src\modules\contabilidad\services\asientos-generator.service.ts","asientos_contables"
"apps\erp-api\src\modules\contabilidad\services\asientos-generator.service.ts","outbox_events"
"apps\erp-api\src\modules\contabilidad\services\asientos-generator.service.ts","outbox_events"
"apps\erp-api\src\modules\contabilidad\services\asientos-generator.service.ts","outbox_events"
"apps\erp-api\src\modules\contabilidad\services\asientos-generator.service.ts","outbox_events"
"apps\erp-api\src\modules\contabilidad\services\asientos-generator.service.ts","outbox_events"
"apps\erp-api\src\modules\contabilidad\services\asientos-generator.service.ts","asientos_contables"
"apps\erp-api\src\modules\contabilidad\services\asientos-generator.service.ts","asientos_contables"
"apps\erp-api\src\modules\contabilidad\services\asientos-generator.service.ts","plantillas_asientos_ventas"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","pedidos_venta"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","pedidos_venta_detalle"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","pedidos_venta"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","pedidos_venta_detalle"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","pedidos_venta"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","pedidos_venta"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","pedidos_venta"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","pedidos_venta_detalle"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","productos"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","movimientos_inventario"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","pedidos_venta_detalle"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","pedido_despachos"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","pedido_backorders"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","pedido_backorders"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","pedidos_venta"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","pedidos_venta"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","pedidos_venta"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","logistica_eventos"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","pedidos_venta"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","pedidos_venta"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","pedido_backorders"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","pedido_backorders"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","pedido_backorders"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","almacen_ubicaciones"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","empresa_config"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","pedidos_venta"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","logistica_eventos"
"apps\erp-api\src\modules\inventario\logistica\logistica.service.ts","pedidos_venta"
"apps\erp-api\src\modules\security\security-dashboard.service.ts","rls_audit_log"
"apps\erp-api\src\modules\security\security-dashboard.service.ts","rls_audit_log"
"apps\erp-api\src\modules\security\security-dashboard.service.ts","rls_audit_log"
"apps\erp-api\src\modules\security\security-dashboard.service.ts","rls_audit_log"
"apps\erp-api\src\modules\security\security-dashboard.service.ts","rls_alert_history"
"apps\erp-api\src\modules\security\security-dashboard.service.ts","rls_alert_history"
"apps\erp-api\src\modules\security\security-dashboard.service.ts","v_rls_violations_by_table"
"apps\erp-api\src\modules\security\security-dashboard.service.ts","rls_audit_log"
"apps\erp-api\src\modules\security\security-dashboard.service.ts","v_rls_violations_by_user"
"apps\erp-api\src\modules\security\security-dashboard.service.ts","v_rls_violations_hourly"
"apps\erp-api\src\modules\security\security-dashboard.service.ts","v_rls_alerts_recent"
"apps\erp-api\src\modules\security\security-dashboard.service.ts","v_rls_alerts_unacknowledged"
"apps\erp-api\src\modules\inventario\inventario.service.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.service.ts","movimientos_inventario"
"apps\erp-api\src\modules\inventario\inventario.service.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.service.ts","outbox_events"
"apps\erp-api\src\modules\inventario\inventario.service.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.service.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.service.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.service.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.service.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.service.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.service.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.service.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.service.ts","producto_existencias"
"apps\erp-api\src\modules\inventario\inventario.service.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.service.ts","movimientos_inventario"
"apps\erp-api\src\modules\inventario\inventario.service.ts","producto_existencias"
"apps\erp-api\src\modules\inventario\inventario.service.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.service.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.service.ts","vw_kardex_valorizado"
"apps\erp-api\src\modules\inventario\inventario.service.ts","recepciones"
"apps\erp-api\src\modules\inventario\inventario.service.ts","recepcion_items"
"apps\erp-api\src\modules\inventario\inventario.service.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.service.ts","orden_compra_detalles"
"apps\erp-api\src\modules\inventario\inventario.service.ts","almacenes"
"apps\erp-api\src\modules\inventario\inventario.service.ts","almacen_ubicaciones"
"apps\erp-api\src\modules\inventario\inventario.service.ts","vw_inventario_recepciones"
"apps\erp-api\src\modules\inventario\inventario.service.ts","recepcion_items"
"apps\erp-api\src\modules\inventario\inventario.service.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.service.ts","orden_compra_detalles"
"apps\erp-api\src\modules\inventario\inventario.service.ts","almacenes"
"apps\erp-api\src\modules\inventario\inventario.service.ts","almacen_ubicaciones"
"apps\erp-api\src\modules\inventario\inventario.service.ts","ordenes_compra"
"apps\erp-api\src\modules\inventario\inventario.service.ts","proveedores"
"apps\erp-api\src\modules\inventario\inventario.service.ts","integration_logs"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","almacen_ubicaciones"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","stock_movimientos"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","producto_precios_sucursal"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","producto_stock_sucursal"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","stock_movimientos"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","producto_precios_sucursal"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","producto_stock_sucursal"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","stock_movimientos"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","producto_precios_sucursal"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","producto_stock_sucursal"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","stock_movimientos"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","productos"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","producto_precios_sucursal"
"apps\erp-api\src\modules\inventario\inventario.controller.ts","producto_stock_sucursal"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","empleados"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","departamentos"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","empleados"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","empleados"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","empleados"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","departamentos"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","vacantes"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","vacantes"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","candidatos"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","candidatos"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","candidatos"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","asistencia"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","asistencia"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","asistencia"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","asistencia"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","solicitudes"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","solicitudes"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","solicitudes"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","solicitudes"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","beneficios"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","empleado_beneficios"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","empleado_beneficios"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","evaluaciones"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","evaluaciones"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","evaluaciones"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","capacitaciones"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","empleado_capacitaciones"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","empleado_capacitaciones"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","empleados"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","liquidaciones"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","empleados"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","contratos"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","solicitudes"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","horarios_trabajo"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","empleado_horarios"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","empleado_horarios"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","expediente_documentos"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","expediente_documentos"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","empleados"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","solicitudes"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","evaluaciones"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","empleados"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","rrhh_pagos"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","empleados"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","rrhh_pagos"
"apps\erp-api\src\modules\rrhh\rrhh.service.ts","empleados"
