"file","module","object_type","object_name"
"119__cash_operations_complete.sql","finanzas","function","validar_integridad_sesion"
"119__cash_operations_complete.sql","finanzas","policy","movimientos_caja_tenant_isolation on movimientos_caja"
"119__cash_operations_complete.sql","finanzas","policy","retiros_caja_tenant_isolation on retiros_caja"
"119__cash_operations_complete.sql","finanzas","policy","cambios_turno_tenant_isolation on cambios_turno"
"119__cash_operations_complete.sql","finanzas","policy","configuracion_caja_tenant_isolation on configuracion_caja"
"119__cash_operations_complete.sql","finanzas","policy","caja_audit_log_tenant_isolation on caja_audit_log"
"119_restore_cpe_table.sql","fiscal","table","cpe"
"119_restore_cpe_table.sql","fiscal","policy","cpe_tenant_isolation on cpe"
"121_configuracion_caja.sql","finanzas","table","configuracion_caja"
"121_configuracion_caja.sql","finanzas","function","obtener_configuracion_efectiva_caja"
"121_configuracion_caja.sql","finanzas","policy","configuracion_caja_tenant_isolation on configuracion_caja"
"122_autorizaciones_caja.sql","finanzas","table","autorizaciones_caja"
"122_autorizaciones_caja.sql","finanzas","view","vista_autorizaciones_caja"
"122_autorizaciones_caja.sql","finanzas","function","generar_firma_autorizacion"
"122_autorizaciones_caja.sql","finanzas","policy","autorizaciones_caja_tenant_isolation on autorizaciones_caja"
"124_shift_analytics.sql","core","view","vw_turnos_metrics"
"124_shift_analytics.sql","core","function","obtener_resumen_turnos"
"124_shift_analytics.sql","core","function","obtener_top_cajeros"
"125_sesiones_caja_forensic_fields.sql","finanzas","function","validar_geolocalizacion"
"126_turnos_analytics.sql","core","view","vw_turnos_metrics"
"126_turnos_analytics.sql","core","view","vw_ranking_cajeros"
"126_turnos_analytics.sql","core","view","vw_sesiones_activas"
"126_turnos_analytics.sql","core","function","obtener_metricas_cajero"
"127_eventos_pos_auditoria.sql","seguridad","table","eventos_pos"
"127_eventos_pos_auditoria.sql","seguridad","view","vw_eventos_pos_sospechosos"
"127_eventos_pos_auditoria.sql","seguridad","function","registrar_evento_pos"
"127_eventos_pos_auditoria.sql","seguridad","function","detectar_patrones_sospechosos_pos"
"127_eventos_pos_auditoria.sql","seguridad","policy","eventos_pos_tenant_isolation on eventos_pos"
"128__lotes_series_fefo.sql","inventario","table","lotes_productos"
"128__lotes_series_fefo.sql","inventario","table","movimientos_lotes"
"128__lotes_series_fefo.sql","inventario","table","config_alertas_vencimiento"
"128__lotes_series_fefo.sql","inventario","view","v_lotes_proximos_vencer"
"128__lotes_series_fefo.sql","inventario","function","obtener_lotes_fefo"
"128__lotes_series_fefo.sql","inventario","function","reservar_stock_lote_fefo"
"128__lotes_series_fefo.sql","inventario","function","confirmar_venta_lotes"
"128__lotes_series_fefo.sql","inventario","function","marcar_lotes_vencidos"
"128__lotes_series_fefo.sql","inventario","policy","tenant_isolation_lotes on lotes_productos"
"128__lotes_series_fefo.sql","inventario","policy","tenant_isolation_mov_lotes on movimientos_lotes"
"128__lotes_series_fefo.sql","inventario","policy","tenant_isolation_config_alertas on config_alertas_vencimiento"
"129__stock_constraints.sql","inventario","function","validar_stock_suficiente"
"129__stock_constraints.sql","inventario","function","trigger_prevenir_stock_negativo"
"130__secret_rotation_state.sql","core","table","secret_rotation_state"
"130__secret_rotation_state.sql","core","table","system_alerts"
"130__secret_rotation_state.sql","core","view","v_secrets_rotation_status"
"130__secret_rotation_state.sql","core","function","cleanup_old_rotation_records"
"131__pii_encryption_support.sql","core","table","pii_encryption_log"
"131__pii_encryption_support.sql","core","function","buscar_por_pii_hash"
"132__adaptive_rate_limiting.sql","core","table","app.rate_limit_baselines"
"132__adaptive_rate_limiting.sql","core","table","app.rate_limit_blocks"
"132__adaptive_rate_limiting.sql","core","table","app.rate_limit_anomalies"
"132__adaptive_rate_limiting.sql","core","table","app.trusted_ips"
"132__adaptive_rate_limiting.sql","core","table","app.request_logs"
"132__adaptive_rate_limiting.sql","core","table","app.rate_limit_configs"
"132__adaptive_rate_limiting.sql","core","view","app.v_rate_limit_status"
"132__adaptive_rate_limiting.sql","core","function","app.calcular_baseline_usuario"
"132__adaptive_rate_limiting.sql","core","function","app.detectar_anomalia_rate_limit"
"132__adaptive_rate_limiting.sql","core","function","app.limpiar_request_logs_antiguos"
"132__adaptive_rate_limiting.sql","core","policy","rate_limit_baselines_tenant_policy on app.rate_limit_baselines"
"132__adaptive_rate_limiting.sql","core","policy","rate_limit_blocks_tenant_policy on app.rate_limit_blocks"
"132__adaptive_rate_limiting.sql","core","policy","rate_limit_anomalies_tenant_policy on app.rate_limit_anomalies"
"132__adaptive_rate_limiting.sql","core","policy","trusted_ips_tenant_policy on app.trusted_ips"
"132__adaptive_rate_limiting.sql","core","policy","rate_limit_configs_tenant_policy on app.rate_limit_configs"
"133__fix_sesiones_caja_columns.sql","finanzas","function","sync_sesiones_caja_columns"
"134__fix_vista_pos_productos.sql","core","view","public.vista_pos_productos"
"136__fix_configuracion_caja.sql","finanzas","function","obtener_configuracion_efectiva_caja"
"138__fix_pos_function_schema.sql","core","function","app.pos_registrar_venta_tx"
"139__fix_pos_function_public_schema.sql","core","function","acquire_pos_lock"
"139__fix_pos_function_public_schema.sql","core","function","release_pos_lock"
"139__fix_pos_function_public_schema.sql","core","function","pos_registrar_venta_tx"
"140__fix_pos_function_ventas_pos.sql","ventas","function","pos_registrar_venta_tx"
"140__fix_stock_trigger.sql","inventario","function","public.trigger_prevenir_stock_negativo"
"142__demo_tenant_support.sql","seguridad","view","vw_demo_dashboard"
"142__demo_tenant_support.sql","seguridad","function","cleanup_expired_demo_tenants"
"142__demo_tenant_support.sql","seguridad","function","is_demo_expired"
"142__demo_tenant_support.sql","seguridad","function","get_demo_days_remaining"
"143__demo_seed_data.sql","core","function","seed_demo_tenant"
"144__demo_create_tenant_rpc.sql","seguridad","function","create_demo_tenant"
"145__demo_conversiones_pendientes.sql","core","table","demo_conversiones_pendientes"
"146__cotizaciones_stock_reserva_transaccional.sql","ventas,inventario","function","reservar_stock_cotizacion"
"146__cotizaciones_stock_reserva_transaccional.sql","ventas,inventario","function","liberar_stock_cotizacion"
"146__cotizaciones_stock_reserva_transaccional.sql","ventas,inventario","function","convertir_cotizacion_a_pedido"
"146__cotizaciones_stock_reserva_transaccional.sql","ventas,inventario","function","trigger_liberar_stock_cotizacion"
"147__seed_roles_permisos_tenant.sql","seguridad","function","seed_permisos_tenant"
"147__seed_roles_permisos_tenant.sql","seguridad","function","seed_roles_tenant"
"147__seed_roles_permisos_tenant.sql","seguridad","function","seed_rol_permisos_tenant"
"147__seed_roles_permisos_tenant.sql","seguridad","function","seed_roles_permisos_tenant"
"147__seed_roles_permisos_tenant.sql","seguridad","function","asignar_rol_admin_usuario"
"147__seed_roles_permisos_tenant.sql","seguridad","function","trigger_seed_roles_permisos_on_tenant_create"
"147__seed_roles_permisos_tenant.sql","seguridad","function","create_demo_tenant"
"148__knowledge_base_help_system.sql","core","table","knowledge_base"
"148__knowledge_base_help_system.sql","core","function","buscar_ayuda"
"148__knowledge_base_help_system.sql","core","function","obtener_sugerencias_ayuda"
"148__knowledge_base_help_system.sql","core","function","update_knowledge_base_timestamp"
"148__knowledge_base_help_system.sql","core","policy","kb_select_policy on knowledge_base"
"148__knowledge_base_help_system.sql","core","policy","kb_insert_policy on knowledge_base"
"148__knowledge_base_help_system.sql","core","policy","kb_update_policy on knowledge_base"
"150__fix_notificaciones_table.sql","core","table","notificaciones"
"150__fix_notificaciones_table.sql","core","policy","notificaciones_select_policy on notificaciones"
"150__fix_notificaciones_table.sql","core","policy","notificaciones_insert_policy on notificaciones"
"150__fix_notificaciones_table.sql","core","policy","notificaciones_update_policy on notificaciones"
"150__fix_notificaciones_table.sql","core","policy","notificaciones_delete_policy on notificaciones"
"151__notificaciones_por_rol.sql","core","table","notificacion_tipo_roles"
"151__notificaciones_por_rol.sql","core","function","get_user_role_ids"
"151__notificaciones_por_rol.sql","core","function","puede_ver_notificacion"
"151__notificaciones_por_rol.sql","core","policy","notificacion_tipo_roles_tenant_policy on notificacion_tipo_roles"
"153__add_security_audit_permission.sql","seguridad","function","seed_permisos_tenant"
"155__add_gre_sire_detail_tables.sql","fiscal","table","public.gre_detalles"
"155__add_gre_sire_detail_tables.sql","fiscal","table","public.pedido_gres"
"155__add_gre_sire_detail_tables.sql","fiscal","table","public.sire_registros_detalle"
"155__add_gre_sire_detail_tables.sql","fiscal","policy","gre_detalles_tenant_isolation on public.gre_detalles"
"155__add_gre_sire_detail_tables.sql","fiscal","policy","pedido_gres_tenant_isolation on public.pedido_gres"
"155__add_gre_sire_detail_tables.sql","fiscal","policy","sire_registros_detalle_tenant_isolation on public.sire_registros_detalle"
"155__add_gre_sire_detail_tables.sql","fiscal","policy","gre_guias_policy on public.gre_guias"
"155__add_gre_sire_detail_tables.sql","fiscal","policy","sire_files_tenant_isolation on public.sire_files"
"158__cortes_caja.sql","finanzas","table","public.cortes_caja"
"158__cortes_caja.sql","finanzas","policy","cortes_caja_tenant_read on public.cortes_caja"
"158__cortes_caja.sql","finanzas","policy","cortes_caja_tenant_write on public.cortes_caja"
"158__cortes_caja.sql","finanzas","policy","cortes_caja_tenant_update on public.cortes_caja"
